DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,State,Region,Division,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
682 - RENAL FAILURE W MCC,40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,Arkansas,South,West South Central,72120,AR - Little Rock,12,27695.58,8862.91,7569.75
682 - RENAL FAILURE W MCC,50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,California,West,Pacific,94545,CA - Alameda County,43,142758.67,20735.76,20064.58
682 - RENAL FAILURE W MCC,50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,California,West,Pacific,95501,CA - Redding,33,47742.33,12771.84,11482.48
682 - RENAL FAILURE W MCC,50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,California,West,Pacific,94010,CA - San Mateo County,31,51187.29,12258.22,11464.16
682 - RENAL FAILURE W MCC,50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,California,West,Pacific,94558,CA - Napa,32,92238.43,14551.56,13640.81
682 - RENAL FAILURE W MCC,50013,ST HELENA HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,CA,California,West,Pacific,94574,CA - Napa,19,60198.0,13865.15,13448.1
682 - RENAL FAILURE W MCC,50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,California,West,Pacific,95819,CA - Sacramento,31,73330.29,14592.7,12241.16
682 - RENAL FAILURE W MCC,50018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,California,West,Pacific,90012,CA - Los Angeles,32,29783.4,18092.87,17564.25
682 - RENAL FAILURE W MCC,50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,California,West,Pacific,92501,CA - San Bernardino,64,111799.35,17026.03,16302.42
682 - RENAL FAILURE W MCC,50024,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,CA,California,West,Pacific,91950,CA - San Diego,51,29275.09,14101.07,13471.31
682 - RENAL FAILURE W MCC,50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,California,West,Pacific,92103,CA - San Diego,35,41806.62,18446.02,17645.17
682 - RENAL FAILURE W MCC,50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,California,West,Pacific,91942,CA - San Diego,93,59652.41,12101.72,11422.21
682 - RENAL FAILURE W MCC,50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,California,West,Pacific,95966,CA - Chico,23,66432.39,14299.04,13663.34
682 - RENAL FAILURE W MCC,50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD,CA,California,West,Pacific,93301,CA - Bakersfield,33,58676.27,12224.81,11221.36
682 - RENAL FAILURE W MCC,50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,California,West,Pacific,95128,CA - San Jose,28,54016.21,22529.07,21849.82
682 - RENAL FAILURE W MCC,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,California,West,Pacific,95926,CA - Chico,101,68013.48,11289.68,10587.37
682 - RENAL FAILURE W MCC,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,California,West,Pacific,94609,CA - Alameda County,47,95389.42,18642.21,17997.38
682 - RENAL FAILURE W MCC,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,California,West,Pacific,92243,CA - San Diego,13,60706.61,13599.46,12736.07
682 - RENAL FAILURE W MCC,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,California,West,Pacific,94115,CA - San Francisco,27,50090.62,16176.81,15067.59
682 - RENAL FAILURE W MCC,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,California,West,Pacific,92220,CA - San Bernardino,12,46494.0,12460.41,11564.33
682 - RENAL FAILURE W MCC,50056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,LANCASTER,CA,California,West,Pacific,93534,CA - Los Angeles,74,49624.47,14861.44,14028.21
682 - RENAL FAILURE W MCC,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,California,West,Pacific,93291,CA - Bakersfield,45,64497.08,13226.75,12050.02
682 - RENAL FAILURE W MCC,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,California,West,Pacific,91204,CA - Los Angeles,46,66654.97,16128.41,15540.6
682 - RENAL FAILURE W MCC,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,California,West,Pacific,93715,CA - Fresno,90,32170.51,15358.51,14679.72
682 - RENAL FAILURE W MCC,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,California,West,Pacific,90028,CA - Los Angeles,22,53379.31,17989.81,17182.31
682 - RENAL FAILURE W MCC,50069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,California,West,Pacific,92868,CA - Orange County,52,60784.09,11740.96,10876.92
682 - RENAL FAILURE W MCC,50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,California,West,Pacific,92103,CA - San Diego,50,59451.58,14067.28,13472.42
682 - RENAL FAILURE W MCC,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,California,West,Pacific,90732,CA - Los Angeles,12,75971.91,13140.16,10507.66
682 - RENAL FAILURE W MCC,50079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,CA,California,West,Pacific,94806,CA - San Francisco,26,65909.88,14901.0,14295.15
682 - RENAL FAILURE W MCC,50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,California,West,Pacific,93030,CA - Ventura,40,66755.07,12852.07,11074.57
682 - RENAL FAILURE W MCC,50084,ST JOSEPHS MED CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,California,West,Pacific,95204,CA - Stockton,43,81691.0,13666.74,12978.67
682 - RENAL FAILURE W MCC,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,California,West,Pacific,92411,CA - San Bernardino,11,67864.18,16504.63,15995.9
682 - RENAL FAILURE W MCC,50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,California,West,Pacific,93710,CA - Fresno,120,55044.0,13454.75,11412.39
682 - RENAL FAILURE W MCC,50099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,UPLAND,CA,California,West,Pacific,91786,CA - San Bernardino,45,50930.66,10866.8,10056.71
682 - RENAL FAILURE W MCC,50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,California,West,Pacific,92123,CA - San Diego,30,85376.7,12713.86,11494.36
682 - RENAL FAILURE W MCC,50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,California,West,Pacific,94589,CA - San Francisco,17,63476.47,16745.05,14402.0
682 - RENAL FAILURE W MCC,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,California,West,Pacific,92503,CA - San Bernardino,18,57687.11,14601.11,13850.0
682 - RENAL FAILURE W MCC,50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,California,West,Pacific,90033,CA - Los Angeles,26,85307.03,18414.96,17364.07
682 - RENAL FAILURE W MCC,50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,California,West,Pacific,90262,CA - Los Angeles,72,50281.22,18166.51,17418.44
682 - RENAL FAILURE W MCC,50107,MARIAN MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,California,West,Pacific,93454,CA - Santa Barbara,14,48036.35,12640.85,12003.14
682 - RENAL FAILURE W MCC,50108,SUTTER GENERAL HOSPITAL,2801 L STREET,SACRAMENTO,CA,California,West,Pacific,95816,CA - Sacramento,57,53632.35,13837.29,13070.07
682 - RENAL FAILURE W MCC,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,California,West,Pacific,90404,CA - Los Angeles,33,85917.48,15892.45,14891.48
682 - RENAL FAILURE W MCC,50115,PALOMAR MEDICAL CENTER,555 E VALLEY PARKWAY,ESCONDIDO,CA,California,West,Pacific,92025,CA - San Diego,43,50150.18,11705.79,10418.95
682 - RENAL FAILURE W MCC,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,California,West,Pacific,91325,CA - Los Angeles,38,63236.68,13107.65,12433.92
682 - RENAL FAILURE W MCC,50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,CA,California,West,Pacific,93230,CA - Fresno,58,50814.87,13397.86,12628.62
682 - RENAL FAILURE W MCC,50124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,California,West,Pacific,91209,CA - Los Angeles,13,55554.15,10984.46,10378.53
682 - RENAL FAILURE W MCC,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,California,West,Pacific,95116,CA - San Jose,36,134057.05,19886.3,19231.27
682 - RENAL FAILURE W MCC,50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,California,West,Pacific,91406,CA - Los Angeles,44,56588.06,16262.47,15670.86
682 - RENAL FAILURE W MCC,50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,California,West,Pacific,92056,CA - San Diego,19,52664.1,11442.42,10853.36
682 - RENAL FAILURE W MCC,50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,California,West,Pacific,92404,CA - San Bernardino,37,47282.97,13379.59,12310.86
682 - RENAL FAILURE W MCC,50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,California,West,Pacific,91776,CA - Los Angeles,33,120746.66,15359.72,14515.57
682 - RENAL FAILURE W MCC,50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,CA,California,West,Pacific,95901,CA - Sacramento,29,62477.03,14251.27,13573.13
682 - RENAL FAILURE W MCC,50135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,California,West,Pacific,90028,CA - Los Angeles,47,28995.23,15564.63,14844.8
682 - RENAL FAILURE W MCC,50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,California,West,Pacific,94954,CA - Santa Rosa,14,62916.42,12786.35,12058.64
682 - RENAL FAILURE W MCC,50140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,CA,California,West,Pacific,92335,CA - San Bernardino,11,19263.27,10621.9,9904.45
682 - RENAL FAILURE W MCC,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,California,West,Pacific,93940,CA - Salinas,15,65757.6,14369.86,13550.4
682 - RENAL FAILURE W MCC,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,California,West,Pacific,90015,CA - Los Angeles,25,43602.08,17584.88,16862.96
682 - RENAL FAILURE W MCC,50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,California,West,Pacific,94109,CA - San Francisco,22,87946.0,18133.59,17389.68
682 - RENAL FAILURE W MCC,50153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,California,West,Pacific,95128,CA - San Jose,58,100357.48,16365.25,15564.39
682 - RENAL FAILURE W MCC,50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,California,West,Pacific,91436,CA - Los Angeles,18,56950.88,10374.55,9334.33
682 - RENAL FAILURE W MCC,50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,California,West,Pacific,95231,CA - Stockton,12,51114.58,18995.58,17963.25
682 - RENAL FAILURE W MCC,50168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,California,West,Pacific,92835,CA - Orange County,48,87968.45,12736.04,11751.81
682 - RENAL FAILURE W MCC,50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,WHITTIER,CA,California,West,Pacific,90602,CA - Los Angeles,45,83585.8,12293.53,11379.11
682 - RENAL FAILURE W MCC,50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,California,West,Pacific,95405,CA - Santa Rosa,32,90520.0,15887.9,15116.65
682 - RENAL FAILURE W MCC,50179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,TURLOCK,CA,California,West,Pacific,95382,CA - Modesto,16,98324.43,12077.93,11515.93
682 - RENAL FAILURE W MCC,50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,California,West,Pacific,94598,CA - Contra Costa County,37,150939.64,16825.48,15953.72
682 - RENAL FAILURE W MCC,50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,California,West,Pacific,90813,CA - Los Angeles,25,85166.28,17527.04,16378.8
682 - RENAL FAILURE W MCC,50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,California,West,Pacific,95076,CA - Santa Cruz,16,125149.25,18726.31,16948.68
682 - RENAL FAILURE W MCC,50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,California,West,Pacific,94538,CA - Alameda County,24,156095.87,19015.58,18221.75
682 - RENAL FAILURE W MCC,50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,California,West,Pacific,94062,CA - San Mateo County,24,111194.95,12754.58,12192.58
682 - RENAL FAILURE W MCC,50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,California,West,Pacific,93552,CA - Los Angeles,47,68618.53,11930.48,11175.89
682 - RENAL FAILURE W MCC,50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,California,West,Pacific,91911,CA - San Diego,39,73783.12,12967.38,12136.38
682 - RENAL FAILURE W MCC,50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,California,West,Pacific,92663,CA - Orange County,81,50337.38,12225.08,11415.03
682 - RENAL FAILURE W MCC,50225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,California,West,Pacific,95969,CA - Chico,18,60484.0,10376.77,9631.0
682 - RENAL FAILURE W MCC,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,California,West,Pacific,92801,CA - Orange County,31,70580.25,12024.19,11372.06
682 - RENAL FAILURE W MCC,50228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO,CA,California,West,Pacific,94110,CA - San Francisco,22,71685.72,23268.0,22421.9
682 - RENAL FAILURE W MCC,50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,California,West,Pacific,92843,CA - Orange County,68,55774.77,16711.05,15924.08
682 - RENAL FAILURE W MCC,50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,California,West,Pacific,91767,CA - Los Angeles,57,91547.94,15347.63,14755.21
682 - RENAL FAILURE W MCC,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,California,West,Pacific,91505,CA - Los Angeles,68,135145.7,15081.83,14434.5
682 - RENAL FAILURE W MCC,50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,California,West,Pacific,93065,CA - Ventura,21,63336.38,10847.61,10244.23
682 - RENAL FAILURE W MCC,50238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,California,West,Pacific,91006,CA - Los Angeles,54,82124.59,14217.66,13572.57
682 - RENAL FAILURE W MCC,50239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,California,West,Pacific,91206,CA - Los Angeles,29,85976.2,15526.37,14555.31
682 - RENAL FAILURE W MCC,50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,California,West,Pacific,95065,CA - Santa Cruz,20,76725.2,14850.95,13229.1
682 - RENAL FAILURE W MCC,50243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,California,West,Pacific,92262,CA - Palm Springs/Rancho M,39,95472.56,12708.66,11789.94
682 - RENAL FAILURE W MCC,50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,California,West,Pacific,92324,CA - San Bernardino,35,32309.22,18498.0,17657.4
682 - RENAL FAILURE W MCC,50254,MARSHALL MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE,CA,California,West,Pacific,95667,CA - Sacramento,18,100685.44,14111.38,13548.94
682 - RENAL FAILURE W MCC,50261,SIERRA VIEW DISTRICT HOSPITAL,465 W PUTNAM AVE,PORTERVILLE,CA,California,West,Pacific,93257,CA - Bakersfield,47,61228.48,13868.12,13310.87
682 - RENAL FAILURE W MCC,50262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,California,West,Pacific,90095,CA - Los Angeles,40,74894.37,23918.52,22821.82
682 - RENAL FAILURE W MCC,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,California,West,Pacific,90806,CA - Los Angeles,14,92016.21,16507.5,16148.21
682 - RENAL FAILURE W MCC,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,California,West,Pacific,91346,CA - Los Angeles,55,104622.36,12851.63,12173.23
682 - RENAL FAILURE W MCC,50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,California,West,Pacific,92252,CA - Palm Springs/Rancho M,13,33838.15,13365.38,12591.53
682 - RENAL FAILURE W MCC,50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,California,West,Pacific,96001,CA - Redding,50,48648.4,12990.42,12405.62
682 - RENAL FAILURE W MCC,50281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,California,West,Pacific,91801,CA - Los Angeles,26,69514.69,15255.0,14691.46
682 - RENAL FAILURE W MCC,50283,VALLEYCARE MEDICAL CENTER,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,California,West,Pacific,94588,CA - Alameda County,26,110839.96,15594.23,14812.96
682 - RENAL FAILURE W MCC,50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,California,West,Pacific,94015,CA - San Mateo County,27,126868.07,16083.96,15498.18
682 - RENAL FAILURE W MCC,50290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,California,West,Pacific,90404,CA - Los Angeles,46,55665.28,10995.06,9416.56
682 - RENAL FAILURE W MCC,50291,SUTTER MEDICAL CENTER OF SANTA ROSA,3325 CHANATE RD,SANTA ROSA,CA,California,West,Pacific,95404,CA - Santa Rosa,18,60628.05,17856.27,16841.44
682 - RENAL FAILURE W MCC,50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,California,West,Pacific,92555,CA - San Bernardino,20,57477.3,15863.25,15183.9
682 - RENAL FAILURE W MCC,50295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,California,West,Pacific,93301,CA - Bakersfield,47,56725.85,10830.0,10009.85
682 - RENAL FAILURE W MCC,50300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,California,West,Pacific,92307,CA - San Bernardino,53,60677.05,13778.54,13008.49
682 - RENAL FAILURE W MCC,50301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,275 HOSPITAL DRIVE,UKIAH,CA,California,West,Pacific,95482,CA - Napa,13,38653.69,12323.76,11634.61
682 - RENAL FAILURE W MCC,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVE,BERKELEY,CA,California,West,Pacific,94705,CA - Alameda County,25,120177.56,20575.48,19653.0
682 - RENAL FAILURE W MCC,50308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,California,West,Pacific,94040,CA - San Jose,37,62961.56,12270.16,11479.02
682 - RENAL FAILURE W MCC,50309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,California,West,Pacific,95661,CA - Sacramento,35,58664.85,11546.2,10746.77
682 - RENAL FAILURE W MCC,50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,TRACY,CA,California,West,Pacific,95376,CA - Stockton,13,47742.15,11404.61,10625.84
682 - RENAL FAILURE W MCC,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,California,West,Pacific,92037,CA - San Diego,18,60447.61,10604.83,9851.94
682 - RENAL FAILURE W MCC,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,California,West,Pacific,92354,CA - San Bernardino,50,45133.54,17309.78,16914.22
682 - RENAL FAILURE W MCC,50329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,California,West,Pacific,92882,CA - Orange County,19,70320.1,14417.57,13353.52
682 - RENAL FAILURE W MCC,50334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,California,West,Pacific,93901,CA - Salinas,45,64765.66,17326.57,15183.51
682 - RENAL FAILURE W MCC,50335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,SONORA,CA,California,West,Pacific,95370,CA - Modesto,22,53575.86,13162.04,12394.59
682 - RENAL FAILURE W MCC,50336,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,LODI,CA,California,West,Pacific,95240,CA - Sacramento,23,126340.39,12100.3,11318.39
682 - RENAL FAILURE W MCC,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,California,West,Pacific,92227,CA - San Diego,13,35356.38,13342.53,12566.23
682 - RENAL FAILURE W MCC,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,California,West,Pacific,92868,CA - Orange County,36,113477.86,24772.13,24149.5
682 - RENAL FAILURE W MCC,50350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,California,West,Pacific,90640,CA - Los Angeles,24,25497.41,14035.0,13428.5
682 - RENAL FAILURE W MCC,50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,California,West,Pacific,90509,CA - Los Angeles,29,93225.2,13022.48,12402.37
682 - RENAL FAILURE W MCC,50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,California,West,Pacific,90503,CA - Los Angeles,67,73575.8,11772.02,10849.74
682 - RENAL FAILURE W MCC,50359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,TULARE,CA,California,West,Pacific,93274,CA - Bakersfield,13,32985.76,13064.3,12479.0
682 - RENAL FAILURE W MCC,50360,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,California,West,Pacific,94904,CA - San Francisco,17,92682.35,14178.47,13582.94
682 - RENAL FAILURE W MCC,50367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,California,West,Pacific,94533,CA - Contra Costa County,35,115831.02,16821.2,16279.45
682 - RENAL FAILURE W MCC,50373,LAC+USC MEDICAL CENTER,1200 N STATE ST,LOS ANGELES,CA,California,West,Pacific,90033,CA - Los Angeles,21,65617.85,22837.47,21378.33
682 - RENAL FAILURE W MCC,50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,California,West,Pacific,95124,CA - San Jose,39,84559.61,13656.92,12950.71
682 - RENAL FAILURE W MCC,50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA,CA,California,West,Pacific,91723,CA - Los Angeles,60,49683.05,14994.41,14357.75
682 - RENAL FAILURE W MCC,50390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,California,West,Pacific,92543,CA - San Bernardino,23,41849.0,12011.21,11230.69
682 - RENAL FAILURE W MCC,50393,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,CA,California,West,Pacific,90241,CA - Los Angeles,39,69913.38,13496.25,12718.3
682 - RENAL FAILURE W MCC,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,California,West,Pacific,93003,CA - Ventura,34,73930.7,11340.23,10749.41
682 - RENAL FAILURE W MCC,50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,California,West,Pacific,93102,CA - Santa Barbara,26,74461.34,18685.07,17697.53
682 - RENAL FAILURE W MCC,50417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,California,West,Pacific,95531,OR - Medford,15,32260.2,13959.2,12980.26
682 - RENAL FAILURE W MCC,50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,California,West,Pacific,92804,CA - Orange County,49,37963.79,11675.85,11043.16
682 - RENAL FAILURE W MCC,50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,California,West,Pacific,91109,CA - Los Angeles,31,86271.64,13511.58,12911.16
682 - RENAL FAILURE W MCC,50441,STANFORD HOSPITAL,300 PASTEUR DRIVE,STANFORD,CA,California,West,Pacific,94305,CA - San Mateo County,37,143393.48,26055.43,25312.32
